ID,ProjectNumber,Project,Output Code,Month,Year,Value,Stat,Impact Indicator Old,Impact Indicator New,Unit,Valid,Original?,Notes/More detail required?,Project2,Historic/Logframe,Source,Verification
129,#N/A,Bass,,,,1,"In 2014, a report commissioned by BLUE questioned the legality of over-fishing under European law. This work underpins BLUE’s ongoing campaign to curb over-fishing of sea bass which last year saw emergency measures imposed across the EU.",NA,1.4.1,Number of species and/or habitats ,,,,,Historic,,
124,#N/A,Bass,,,2014,1,"As part of BLUE’s efforts to influence policy to reduce over-fishing, we commissioned a study on bass",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,,,Historic,12,
125,#N/A,Bass,,,2014,1,"In 2014, a report commissioned by BLUE questioned the legality of over-fishing under European law. This work underpins BLUE’s ongoing campaign to curb over-fishing of sea bass which last year saw emergency measures imposed across the EU.",NA,4.1.1,"Reports, ‌investigations, published papers or similar",1,0,,,Historic,11,
130,#N/A,Belize,,,2012,1,"BLUE enabled its long-overdue designation as a marine reserve by Minister Lisel Alamilla in late 2012, after finding a funder who recognised the importance of its mangroves and rare species such as manatee and saltwater crocodile.",NA,1.1.2,Number of changes,,1,,,Historic,12,
131,#N/A,Belize,,,2012,25,"Blue Marine partners with the government of Belize and the Bertarelli Foundation to protect the Turneffe Atoll in Belize, an area rich in biodiversity and CO2-absorbing mangroves",NA,1.2.1,proposed km2,1,1,https://map.navigatormap.org/site-detail?site_id=7119,,Historic,4,http://www.turneffeatollmarinereserve.org/blue-marine
128,#N/A,Bass,,,2015,1,"Bass: BLUE held a workshop to convene all stakeholders in November 2015 to achieve a common understanding of the problems, present the legal obligations on regulators and support implementation of a management plan to recover stocks and ensure their future sustainability",NA,5.3.2,Tools/‌activities,1,0,,,Historic,11,
133,#N/A,Belize,,,2012,1,In 2012 BLUE enabled the designation of Turneffe as a marine reserve after securing funding from the Bertarelli Foundation. Their comprehensive five year management plan continues to achieve major conservation gains.,NA,5.6.3,Number of member organisations/‌representatives,,1,,,Historic,11,
134,34,Berwickshire,,,2022,19,"Bruv survey completed August 2022, 10 sites, 3 drops per site).  One week die survey June 2022",NA,Progress,-,1,1,Consider removing - no longer count sites surveyes,,Historic,1,
135,34,Berwickshire,,,2022,8,"Using evidence from Berwickshire and other UK sites, we submitted eight national and policy consultation responses.",Progress,1.1.1,"Reports, investigations, published papers or similar",0,1,,,Historic,4,
132,#N/A,Belize,,,2012,25,In 2012 BLUE enabled the designation of Turneffe as a marine reserve after securing funding from the Bertarelli Foundation.,NA,1.2.2,designated km2,,0,https://map.navigatormap.org/site-detail?site_id=7119,,Historic,11,
136,34,Berwickshire,,,2022,2,Analysis of over 50 transect survey dives and 45 baited and towed video surveys has produced two reports,Progress,Progress,-,1,1,,,Historic,4,
137,34,Berwickshire,,,2021,,BLUE and partners undertook a survey of the entire MPA and found that large areas of rocky reef (a protected feature) lie outside current protection from bottom-towed fishing. BLUE is using data to make the case to the Scottish Government to close the whole MPA to trawling and dredging.,NA,Progress,-,1,1,,,Historic,5,
138,34,Berwickshire,,,2021,,". Research led by fishermen during the summer, across the Scottish / English border, revealed female crabs maturing at different rates within the region. This research is feeding into BLUE’s regional Shellfish Working Group that aims to improve local management measures for key fish stocks.",NA,Progress,-,1,1,,,Historic,5,
139,34,Berwickshire,,,2023,1,"Catch per Unit Effort of Decapod Species, C. pagurus and H. gammarus, from a Voluntary Marine Reserve",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,https://www.mdpi.com/2410-3888/8/8/390,,Historic,98,
140,34,Berwickshire,,,2023,1,"Comparing the Size at Onset of Sexual Maturity of Edible Crab (Cancer pagurus, Cancridae) in Berwickshire and Northumberland",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,https://www.mdpi.com/2410-3888/8/5/260,,Historic,98,
143,34,Berwickshire,,,2022,?,One of these responses prompted a closure-to-fishing in an area of the Clyde to protect cod spawning grounds.,NA,4.2.1,km2,1,1,,,Historic,4,
144,34,Berwickshire,,,2019,1,BLUE co-hosted a shellfish symposium with the Berwickshire Marine Reserve.,NA,5.3.2,Tools/‌activities,1,1,,,Historic,7,
145,34,Berwickshire,,,2022,4,"Four ocean observer
marine education packs
have been produced, which
include ID guides and
packs for varying levels
(beginner, intermediate and
advanced).",NA,5.3.2,Tools/‌activities,1,1,,Education,Historic,58,
141,34,Berwickshire,,,2023,1,"Catch per Unit Effort of Decapod Species, C. pagurus and H. gammarus, from a Voluntary Marine Reserve",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,https://www.mdpi.com/2410-3888/8/8/390,,Historic,61,
142,34,Berwickshire,,,2023,1,"Comparing the Size at Onset of Sexual Maturity of Edible Crab (Cancer pagurus, Cancridae) in Berwickshire and Northumberland",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,https://www.mdpi.com/2410-3888/8/5/260,,Historic,61,
146,34,Berwickshire,,,2021,1,"Establishing the Berwickshire Regional Shellfish
Working group.",NA,5.6.2,Number of coalitions/‌ working groups,1,1,,,Historic,57,
147,34,Berwickshire,,,?,1,"Blue Marine is part of Our Seas, a coalition of more than 120 marine businesses, Scottish NGOs, fishing associations and community groups",NA,5.6.2,Number of coalitions/‌ working groups,1,1,What year?,,Historic,4,
148,34,Berwickshire,,,?,120,"Blue Marine is part of Our Seas, a coalition of more than 120 marine businesses, Scottish NGOs, fishing associations and community groups",NA,5.6.3,Number of member organisations/‌representatives,1,1,What year?,,Historic,4,
149,34,Berwickshire,,,2020,1,"Following continued pressure by BLUE and cooperation in the illegal squid trawling case, there were no reports or sightings of illegal squid trawling in 2020, for the first time in 14 years.",NA,Progress,-,1,1,,,Historic,18,
150,34,Berwickshire,,,2018,1,"In 2018 Blue Marine formed a partnership with the Berwickshire Marine Reserve (BMR) to foster a regional approach to management which centres around collaboration between fishermen, conservationists, scientists and regulators, based on the model applied within the Lyme Bay Reserve",NA,5.3.2,Tools/‌activities,1,1,,,Historic,80,
155,42,Blackwater,,,2022,18222,"Visitors to museum, guided walks, community events",NA,5.3.1,Number of stakeholders,1,1,,,Historic,1,
159,94,Blue Climate,,,2021,1,"Blue Carbon has continued to move forward a UK voluntary blue carbon market through the publication of a targeted report. This report also highlights how seabed habitats protect a large amount of organic carbon if left undisturbed, with further evidence detailed in an eye-opening scientific review on the impacts of mobile bottom fishing on seabed carbon.",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Historic,19,
165,94,Blue Climate,,July,2022,1,Report: Does biodiversity-focused protection of the seabed deliver carbon benefits? A U.K. case study (July 2022),NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,Does biodiversity‐focused protection of the seabed deliver carbon benefits? A U.K. case study (wiley.com),,Historic,61,
151,42,Blackwater,,,2023,0.015,"To date, ENORI has created the largest area of restored oyster habitat in the UK. In 2015 doubled to over 15000m2",NA,2.2.1,km2,1,0,,,Historic,4,
152,42,Blackwater,,,2021,0.01334,"ENORI has restored and improved 13,340m2 of seabed this year alone",NA,2.2.1,km2,1,0,,,Historic,5,
153,42,Blackwater,,,,0.01334,"ENORI has restored and improved 13,340m2 of seabed this year alone making it the largest restored oyster habitat in the UK.",NA,2.2.1,km2,1,0,,Blackwater?,Historic,6,
154,42,Blackwater,,,2022,0.015,"This year, over 7,200m2 of new native oyster habitat has been created through cultch deployments, building on to an area of restored habitat already spanning over 15,000m2.",NA,2.2.1,km2,1,0,,,Historic,19,
166,94,Blue Climate,,Mar,2022,1,Report: Blue Carbon in the United Kingdom (March 2022),NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,Blue-Carbon-UK-Report_Final-1.pdf (bluemarinefoundation.com),,Historic,61,
1276,10,Ascension,U.3,Sept,2021,1,Book publication in Sept 2021,4.2.2,5.3.2,Tools/‌activities,1,0,,,Logframe,,
157,42,Blackwater,,,2022,0.0132,Oyster reef created,NA,2.2.1,km2,1,0,Check logframe detail,,Historic,1,
158,94,Blue Climate,,Nov,2021,1,"Blue Marine announced the launch of the UK Blue Carbon Forum, followed by the publication of a report into a UK voluntary blue carbon market",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,,,Historic,19,
169,94,Blue Climate,,,2023,1,Report: Innovative Technology in Blue Natural Capital Projects,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,https://www.bluemarinefoundation.com/wp-content/uploads/2023/06/Innovative-Technology-in-Blue-Natural-Capital-Projects-v1.pdf,,Historic,61,
160,94,Blue Climate,,Sept,2022,1,Identifying priority areas to manage mobile bottom fishing on seabed carbon in the UK (Sept 22) ,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,Identifying priority areas to manage mobile bottom fishing on seabed carbon in the UK | PLOS Climate ,,Historic,66,
161,94,Blue Climate,,July,2022,1,Does biodiversity-focused protection of the seabed deliver carbon benefits? A U.K. case study (July 2022) ,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,Does biodiversity‐focused protection of the seabed deliver carbon benefits? A U.K. case study (wiley.com) ,,Historic,66,
162,94,Blue Climate,,Mar,2022,1,Blue Carbon in the United Kingdom (March 2022) ,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,Blue-Carbon-UK-Report_Final-1.pdf (bluemarinefoundation.com) ,,Historic,66,
163,94,Blue Climate,,,2023,1,Report: Developing a UK Seagrass Carbon Code,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,https://www.naturebasedsolutionsinitiative.org/wp-content/uploads/2023/06/Developing_UK_Seagrass_Carbon_Code_2023.pdf ,,Historic,98,
164,94,Blue Climate,,Sept,2022,1,Report: Identifying priority areas to manage mobile bottom fishing on seabed carbon in the UK (Sept 22),NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,Identifying priority areas to manage mobile bottom fishing on seabed carbon in the UK | PLOS Climate,,Historic,61,
171,94,Blue Climate,,Feb,2022,1,Report: The impact of mobile demersal fishing on carbon storage in seabed sediments (Feb 2022),NA,4.1.1,"Reports, ‌investigations, published papers or similar",1,1,The impact of mobile demersal fishing on carbon storage in seabed sediments - Epstein - 2022 - Global Change Biology - Wiley Online Library,,Historic,61,
